医療機関名_x,都道府県コード_x,構想区域名称_x,休日に受診した患者延べ数,休日に受診した患者延べ数_うち診察後直ちに入院となった患者延べ数,夜間・時間外に受診した患者延べ数,夜間・時間外に受診した患者延べ数_うち診察後直ちに入院となった患者延べ数,救急車の受入件数,施設全体_医師,施設全体_医師_常勤,院内総病床数,院内総一般病床数,院内総新規入棟患者数（年間）,一般病床_許可病床,療養病床_許可病床,在棟患者延べ数（年間）,新規入棟患者数（年間）,退棟患者数（年間）,急性期病床数の施設全体に占める割合,うち、院内の他病棟からの転棟（年間）,うち、家庭からの入院（年間）,うち、他の病院、診療所からの転院（年間）,うち、介護施設、福祉施設からの入院（年間）,うち、介護医療院からの入院（年間）,うち、院内の出生（年間）,うち、その他（年間）,手術総数,全身麻酔の手術総数,放射線治療,化学療法,構想区域人口,病床利用率,平均存棟日数,新規入棟患者数のうち院内の他病棟からの転棟の割合,新規入棟患者数のうち家庭からの入院の割合,新規入棟患者数のうち他の病院、診療所からの転院の割合,新規入棟患者数のうち介護施設、福祉施設からの入院の割合,新規入棟患者数のうち介護医療院からの入院の割合,新規入棟患者数のうち院内の出生（年間）,新規入棟患者数のうちその他の割合,構想区域人口あたりの救急車受入件数,構想区域全体の総救急車受入件数,個別医療機関の救急車受入数の構想区域全体に占める割合,構想区域内の救急車受入数の最大割合,施設全体の医師のうち常勤医師の割合,構想区域全体の常勤医師数,個別医療機関の常勤医師数の構想区域全体に占める割合,構想区域全体の医師数,個別医療機関の医師数の構想区域全体に占める割合,構想区域人口あたりの常勤医師数,構想区域人口あたりの医師数,病床数あたりの常勤医師数,病床数あたりの医師数,救急受入件数のカテゴリー,うち、他病棟、他院から転棟（年間）,うち、施設からの入院（年間）,新規入棟患者数のうち他病棟、他院から転棟の割合,新規入棟患者数のうち施設からの入院の割合,新規入棟患者のうち休日に受診診察後直ちに入院となった患者の割合,新規入棟患者のうち夜間・時間外に受診診察後直ちに入院となった患者の割合,構想区域人口のカテゴリー
医療法人財団荻窪病院,13,区西部,1441,287,3455,834,3151,92.1,80,252,252,7860,244,0,61252,7451,7325,96.82539682539682,769,6245,78,234,0,125,0,3649.0,1608.0,0.0,190.0,1285373,68.77610599595778,8.290741743367624,10.320762313783385,83.81425312038652,1.046839350422762,3.1405180512682858,0.0,1.677627164139042,0.0,2.451428495852955,77567,4.062294532468704,13.713305916175694,86.86210640608036,3699,2.1627466882941335,4078.9,2.2579617053617396,2.8777638864360777,3.1733201179735375,0.31746031746031744,0.36547619047619045,2001+,847,234,11.367601664206147,3.1405180512682858,3.6513994910941476,10.610687022900764,100-200万
医療法人財団謙仁会亀有病院,13,区東北部,197,40,1985,334,1006,13.0,8,98,60,1099,60,0,18059,1009,963,61.224489795918366,228,587,96,98,0,0,0,182.0,60.0,0.0,40.0,1365611,82.46118721461187,18.315415821501013,22.59663032705649,58.176412289395444,9.514370664023787,9.712586719524282,0.0,0.0,0.0,0.7366665909984615,54591,1.842794599842465,20.365994394680442,61.53846153846154,692,1.1560693641618496,1070.7,1.2141589614271036,0.5067328836689219,0.7840446510755992,0.08163265306122448,0.1326530612244898,1001-1250,324,98,32.11100099108028,9.712586719524282,3.6396724294813465,30.39126478616925,100-200万
医療法人財団順和会 山王病院,13,区中央部,819,25,88,55,25,75.6,33,78,78,4759,75,0,18787,4599,4567,96.15384615384615,53,3906,13,3,0,624,0,1958.0,997.0,0.0,100.0,947858,68.6283105022831,4.099279947632555,1.152424440095673,84.93150684931507,0.2826701456838443,0.06523157208088715,0.0,13.568166992824526,0.0,0.02637525874128825,56438,0.04429639604521776,18.308586413409405,43.65079365079366,3714,0.8885298869143781,4651.9,1.6251424149272342,3.9183084386057825,4.907802645543953,0.4230769230769231,0.9692307692307691,0-250,66,3,1.4350945857795172,0.06523157208088715,0.5253204454717377,1.155704980037823,80-100万
医療法人貴医会貴島中央病院,27,中河内,0,0,0,0,0,8.3,5,99,99,570,62,0,12659,306,195,62.62626262626263,5,211,64,26,0,0,0,25.0,5.0,0.0,0.0,827357,55.939019001325676,50.53493013972056,1.6339869281045754,68.95424836601308,20.915032679738562,8.49673202614379,0.0,0.0,0.0,0.0,26744,0.0,18.157343703260544,60.24096385542168,669,0.7473841554559043,879.2,0.9440400363967243,0.8085989482170333,1.062660979480442,0.050505050505050504,0.08383838383838385,0-250,69,26,22.54901960784314,8.49673202614379,0.0,0.0,80-100万
医療法人貴島会貴島病院本院,27,中河内,71,20,184,45,246,11.0,4,213,60,955,60,0,13086,646,642,28.169014084507044,2,340,149,155,0,0,0,163.0,128.0,0.0,5.0,827357,59.75342465753425,20.319875776397517,0.30959752321981426,52.63157894736842,23.06501547987616,23.993808049535602,0.0,0.0,0.0,0.2973323486717342,26744,0.9198324857912055,18.157343703260544,36.36363636363637,669,0.5979073243647235,879.2,1.2511373976342128,0.8085989482170333,1.062660979480442,0.018779342723004695,0.051643192488262914,0-250,151,155,23.374613003095977,23.993808049535602,2.094240837696335,4.712041884816754,80-100万
医療法人賀新会 プライムホスピタル玉島,33,県南西部,0,0,0,0,0,0.0,0,77,77,1280,77,0,24460,1280,1055,100.0,166,788,42,284,0,0,0,241.0,117.0,0.0,55.0,697598,87.03077744173635,20.950749464668093,12.968750000000002,61.5625,3.28125,22.1875,0.0,0.0,0.0,0.0,27735,0.0,33.02686136650442,,1426,0.0,1588.9,0.0,2.0441572366893253,2.2776728144289407,0.0,0.0,0-250,208,284,16.25,22.1875,0.0,0.0,60-80万
医療法人賛健会城内病院,41,北部,144,60,160,55,232,10.0,7,145,49,1542,49,0,14845,797,797,33.793103448275865,18,653,70,56,0,0,0,36.0,30.0,0.0,5.0,501367,83.00251607492312,18.626097867001256,2.258469259723965,81.93224592220828,8.782936010037641,7.026348808030113,0.0,0.0,0.0,0.4627348828303418,37645,0.6162837030150087,21.46898658520388,70.0,658,1.0638297872340425,846.1,1.181893393215932,1.3124118659584696,1.6875861394946219,0.04827586206896552,0.06896551724137931,0-250,88,56,11.041405269761606,7.026348808030113,3.8910505836575875,3.5667963683527883,40-60万
医療法人赤心会十和田東病院,2,上十三地域,54,0,53,0,20,5.9,4,60,60,741,60,0,13518,741,762,100.0,0,724,15,2,0,0,0,285.0,260.0,0.0,25.0,167931,61.726027397260275,17.98802395209581,0.0,97.70580296896087,2.0242914979757085,0.2699055330634278,0.0,0.0,0.0,0.1190965336953868,5096,0.39246467817896385,43.99529042386185,67.79661016949152,88,4.545454545454546,104.9,5.624404194470925,0.5240247482597019,0.6246613192323037,0.06666666666666667,0.09833333333333334,0-250,15,2,2.0242914979757085,0.2699055330634278,0.0,0.0,0-20万
医療法人赫和会杉石病院,23,知多半島,435,60,264,55,309,7.8,5,132,72,663,72,0,12018,621,541,54.54545454545454,18,495,11,91,0,0,6,20.0,0.0,0.0,60.0,628495,45.73059360730594,20.68502581755594,2.898550724637681,79.71014492753623,1.7713365539452495,14.653784219001611,0.0,0.0,0.966183574879227,0.4916506893451818,15669,1.9720467164464868,48.892718105814026,64.1025641025641,348,1.4367816091954022,393.3,1.9832189168573606,0.5537036889712726,0.625780634690809,0.03787878787878788,0.05909090909090909,251-500,29,91,4.669887278582931,14.653784219001611,9.049773755656108,8.295625942684765,60-80万
医療法人起生会大原病院,40,京築,86,0,55,0,50,10.9,6,101,36,543,36,0,11465,331,337,35.64356435643564,0,186,105,40,0,0,0,50.0,0.0,0.0,10.0,183302,87.25266362252664,34.32634730538922,0.0,56.19335347432024,31.722054380664655,12.084592145015106,0.0,0.0,0.0,0.2727738922652235,6091,0.8208832703989493,59.99014940075521,55.04587155963303,100,6.0,122.9,8.868999186330349,0.545547784530447,0.6704782271879194,0.0594059405940594,0.10792079207920792,0-250,105,40,31.722054380664655,12.084592145015106,0.0,0.0,0-20万
医療法人輝心会 大分循環器病院,44,中部,158,91,371,194,420,13.1,12,99,99,2453,99,0,26368,2453,2454,100.0,69,2318,40,26,0,0,0,794.0,126.0,0.0,95.0,560644,72.97080392970804,10.747095985327084,2.8128821850794945,94.49653485527925,1.6306563391765185,1.059926620464737,0.0,0.0,0.0,0.7491384907356541,59815,0.7021650087770626,11.552286215832149,91.6030534351145,2118,0.56657223796034,2366.3,0.5536068968431728,3.777798388995512,4.220681930066139,0.12121212121212122,0.13232323232323231,251-500,109,26,4.443538524256013,1.059926620464737,3.7097431716265796,7.908683245006115,40-60万
医療法人輝栄会 福岡輝栄会病院,40,福岡・糸島,1446,368,1882,506,2521,37.0,37,259,214,4636,164,0,51797,3895,4273,63.320463320463325,859,2055,0,981,0,0,0,845.0,404.0,0.0,135.0,1711269,86.53023722018042,12.682908912830559,22.053915275994864,52.759948652118105,0.0,25.186136071887034,0.0,0.0,0.0,1.4731757543670807,56619,4.452568925625673,11.261237393807733,100.0,1739,2.127659574468085,2036.1,1.817199548155788,1.016204933298038,1.1898187836044478,0.14285714285714285,0.14285714285714285,2001+,859,981,22.053915275994864,25.186136071887034,7.937877480586712,10.91458153580673,100-200万
医療法人辰川会 山陽病院,34,福山・府中,172,50,150,50,243,11.6,8,82,82,1891,37,0,12074,1011,0,45.1219512195122,8,797,203,3,0,0,0,245.0,60.0,0.0,30.0,506835,89.40392447241763,23.885262116716124,0.791295746785361,78.83283877349159,20.079129574678536,0.2967359050445104,0.0,0.0,0.0,0.47944597354168517,17228,1.4104945437659624,20.594381239842114,68.96551724137932,508,1.574803149606299,624.8,1.856594110115237,1.0022985784328233,1.2327483303244644,0.0975609756097561,0.14146341463414633,0-250,211,3,20.870425321463898,0.2967359050445104,2.6441036488630356,2.6441036488630356,40-60万
医療法人辰星会 枡病院,7,県北,1917,66,701,67,371,9.3,5,109,55,777,55,0,14292,719,728,50.45871559633027,0,528,62,129,0,0,0,69.0,0.0,0.0,20.0,465894,71.19302615193025,19.75397373876987,0.0,73.43532684283728,8.6230876216968,17.941585535465926,0.0,0.0,0.0,0.796318475876487,28435,1.3047300861614208,11.872692104800423,53.76344086021505,1095,0.45662100456621,1374.7,0.6765112388157416,2.350320029878041,2.9506711827153818,0.045871559633027525,0.0853211009174312,251-500,62,129,8.6230876216968,17.941585535465926,8.494208494208493,8.622908622908623,40-60万
医療法人辰星会 枡記念病院,7,県北,1221,114,888,351,1214,26.2,20,216,216,2677,204,0,41651,2677,2618,94.44444444444444,227,2083,104,262,0,0,1,766.0,211.0,0.0,315.0,465894,55.937416062315336,15.732200188857412,8.47964138961524,77.81098244303325,3.884945834889802,9.787075084049308,0.0,0.0,0.03735524841240195,2.60574293723465,28435,4.269386319676455,11.872692104800423,76.33587786259542,1095,1.82648401826484,1374.7,1.9058703717174657,2.350320029878041,2.9506711827153818,0.09259259259259259,0.12129629629629629,1001-1250,331,262,12.364587224505042,9.787075084049308,4.258498319013822,13.111692192753083,40-60万
医療法人進和会西２条腎泌尿器科病院,1,十勝,50,10,50,10,20,4.5,4,28,28,233,28,0,1251,233,235,100.0,0,221,4,8,0,0,0,107.0,60.0,0.0,45.0,332648,12.240704500978474,5.346153846153846,0.0,94.84978540772532,1.7167381974248928,3.4334763948497855,0.0,0.0,0.0,0.06012361415069383,10592,0.18882175226586104,42.18277945619335,88.88888888888889,312,1.282051282051282,386.0,1.16580310880829,0.9379283807508236,1.1603857531083908,0.14285714285714285,0.16071428571428573,0-250,4,8,1.7167381974248928,3.4334763948497855,4.291845493562231,4.291845493562231,20-40万
医療法人運忠会 土崎病院,5,秋田周辺,40,0,10,0,0,7.0,6,110,68,202,26,0,8971,150,152,23.636363636363637,0,48,45,57,0,0,0,10.0,0.0,0.0,0.0,386244,94.53108535300316,59.41059602649007,0.0,32.0,30.0,38.0,0.0,0.0,0.0,0.0,15691,0.0,22.47785354661908,85.71428571428571,821,0.730816077953715,907.3,0.7715198941915574,2.125599362061288,2.349033253590994,0.05454545454545454,0.06363636363636363,0-250,45,57,30.0,38.0,0.0,0.0,20-40万
医療法人道仁会道仁病院,27,北河内,0,0,0,0,0,5.5,3,110,44,571,22,33,12883,500,729,50.0,0,416,84,0,0,0,0,0.0,0.0,0.0,0.0,1139459,64.17434620174346,20.96501220504475,0.0,83.2,16.8,0.0,0.0,0.0,0.0,0.0,57294,0.0,10.709672915139457,54.54545454545454,1090,0.27522935779816515,1444.0,0.3808864265927978,0.9565943136172517,1.2672680631773499,0.02727272727272727,0.05,0-250,84,0,16.8,0.0,0.0,0.0,100-200万
医療法人道心会埼玉東部循環器病院,11,東部,125,60,397,166,656,8.0,6,40,40,1900,36,0,8440,1508,1495,90.0,348,1135,11,13,0,0,1,683.0,60.0,0.0,5.0,1155470,64.23135464231355,5.621045621045621,23.076923076923077,75.26525198938992,0.7294429708222812,0.8620689655172413,0.0,0.0,0.0663129973474801,0.5677343418695423,101383,0.6470512807867197,4.6812581991063595,75.0,3546,0.1692047377326565,4366.6,0.1832089039527321,3.068881061386276,3.779068257938328,0.15,0.2,501-750,359,13,23.80636604774536,0.8620689655172413,3.1578947368421053,8.736842105263158,100-200万
医療法人達瑛会鳳胃腸病院,27,堺市,60,35,60,55,50,6.5,5,44,44,2324,44,0,10895,2324,2319,100.0,0,2313,7,4,0,0,0,1590.0,178.0,0.0,204.0,826161,67.83935242839352,4.693086366573336,0.0,99.52667814113597,0.30120481927710846,0.17211703958691912,0.0,0.0,0.0,0.06052089120643555,35632,0.1403233048944769,24.94387067804221,76.92307692307693,811,0.6165228113440198,935.7,0.6946670941541092,0.9816488553683845,1.1325879580372349,0.11363636363636363,0.14772727272727273,0-250,7,4,0.30120481927710846,0.17211703958691912,1.5060240963855422,2.3666092943201376,80-100万
医療法人遠山病院,3,盛岡,50,20,90,60,103,9.0,6,136,34,545,34,66,8536,425,421,73.52941176470588,53,153,118,99,2,0,0,0.0,0.0,0.0,75.0,463186,23.386301369863013,20.17966903073286,12.470588235294118,36.0,27.764705882352942,23.294117647058822,0.4705882352941176,0.0,0.0,0.2223728696463192,15103,0.6819837118453288,49.73846255710786,66.66666666666666,636,0.9433962264150944,927.2,0.9706643658326143,1.373098496068534,2.0017876187967687,0.04411764705882353,0.0661764705882353,0-250,171,101,40.23529411764706,23.764705882352942,3.669724770642202,11.009174311926607,40-60万
医療法人邦友会 小田原循環器病院,14,県西,177,55,367,70,574,14.4,11,97,97,2358,90,0,18254,1932,1932,92.78350515463919,379,1465,50,38,0,0,0,544.0,0.0,0.0,10.0,336493,55.56773211567732,9.44824016563147,19.616977225672876,75.82815734989649,2.587991718426501,1.9668737060041408,0.0,0.0,0.0,1.7058304333225356,20589,2.787896449560445,25.299917431638253,76.38888888888889,385,2.857142857142857,516.4,2.78853601859024,1.144154558935847,1.53465302398564,0.1134020618556701,0.14845360824742268,501-750,429,38,22.204968944099377,1.9668737060041408,2.3324851569126377,2.9686174724342664,20-40万
医療法人邦英会寺下病院,27,南河内,45,30,71,55,60,5.0,2,72,72,224,29,0,8339,165,161,40.27777777777778,0,93,67,0,0,0,5,55.0,0.0,0.0,0.0,592506,78.78129428436468,51.15950920245399,0.0,56.36363636363636,40.60606060606061,0.0,0.0,0.0,3.0303030303030303,0.10126479731850817,24644,0.24346696964778447,26.063139100795325,40.0,507,0.39447731755424065,646.9,0.772916988715412,0.855687537341394,1.0918032897557155,0.027777777777777776,0.06944444444444445,0-250,67,0,40.60606060606061,0.0,13.392857142857142,24.553571428571427,40-60万
医療法人里仁会北岡病院,31,中部,45,15,35,15,60,8.3,4,102,72,1304,32,0,10929,653,661,31.372549019607842,0,592,12,43,0,0,6,273.0,60.0,0.0,104.0,560644,93.57020547945206,16.634703196347033,0.0,90.6584992343032,1.8376722817764166,6.584992343032159,0.0,0.0,0.9188361408882083,0.10701978439080771,59815,0.10030928696815179,11.552286215832149,48.192771084337345,2118,0.18885741265344666,2366.3,0.3507585682288805,3.777798388995512,4.220681930066139,0.0392156862745098,0.08137254901960785,0-250,12,43,1.8376722817764166,6.584992343032159,1.1503067484662577,1.1503067484662577,40-60万
医療法人野中会東成病院,27,大阪市,73,15,165,78,141,0.0,0,55,55,1097,55,0,18313,1097,1100,100.0,328,644,30,95,0,0,0,332.0,66.0,0.0,40.0,2752412,91.22291407222914,16.670914883932635,29.899726526891524,58.70556061987238,2.734731084776664,8.659981768459435,0.0,0.0,0.0,0.05122779583870438,156067,0.09034581301620458,5.350266231810696,,4902,0.0,5683.3,0.0,1.7809833702221907,2.0648434900007704,0.0,0.0,0-250,358,95,32.63445761166819,8.659981768459435,1.367365542388332,7.110300820419326,201+万
医療法人金子病院,11,西部,303,15,10,0,30,4.0,3,40,40,114,40,0,4900,114,115,100.0,0,88,23,0,0,0,3,30.0,0.0,0.0,5.0,771746,33.56164383561644,42.79475982532751,0.0,77.19298245614034,20.175438596491226,0.0,0.0,0.0,2.631578947368421,0.03887289341311779,103724,0.028922910801743088,8.977671512861054,75.0,3047,0.09845749917952085,3531.9,0.11325348962314902,3.9481902076589965,4.576505741526358,0.075,0.1,0-250,23,0,20.175438596491226,0.0,13.157894736842104,0.0,60-80万
医療法人鈴木外科病院,11,北部,101,30,138,55,60,7.3,2,42,42,561,42,0,11590,561,564,100.0,0,212,12,337,0,0,0,351.0,60.0,0.0,0.0,501367,75.60339204174821,20.604444444444443,0.0,37.78966131907308,2.13903743315508,60.071301247771835,0.0,0.0,0.0,0.1196728145250884,37645,0.159383716296985,21.46898658520388,27.397260273972602,658,0.303951367781155,846.1,0.8627821770476304,1.3124118659584696,1.6875861394946219,0.047619047619047616,0.1738095238095238,0-250,12,337,2.13903743315508,60.071301247771835,5.347593582887701,9.803921568627452,40-60万
医療法人鉄友会 宇野病院,23,西三河南部東,148,15,50,10,353,24.6,18,180,115,1558,60,0,20548,944,947,33.33333333333333,188,517,159,80,0,0,0,133.0,60.0,0.0,25.0,427103,93.82648401826484,21.732416710735063,19.915254237288135,54.766949152542374,16.843220338983052,8.47457627118644,0.0,0.0,0.0,0.8264985261166511,15356,2.2987757228444905,55.56134410002605,73.17073170731707,377,4.774535809018567,421.1,5.841842792685823,0.8826910604701911,0.9859448423448209,0.1,0.1366666666666667,251-500,347,80,36.75847457627119,8.47457627118644,0.9627727856225932,0.6418485237483954,40-60万
医療法人鉄蕉会亀田総合病院,12,安房,4777,424,6798,822,2653,360.9,342,865,865,27570,721,0,222556,22081,23087,83.35260115606937,4788,16850,221,210,0,1,11,9234.0,4523.0,756.0,2630.0,120093,84.56899663709079,9.854587318455543,21.683800552511208,76.30994973053757,1.0008604682758933,0.9510438838820705,0.0,0.004528780399438432,0.04981658439382274,22.091212643534593,5739,46.2275657780101,49.38142533542429,94.76309226932669,398,85.92964824120602,436.99999999999994,82.58581235697942,3.3140982405302557,3.638846560582215,0.3953757225433526,0.41722543352601155,2001+,5009,210,22.684661020787104,0.9510438838820705,1.537903518317011,2.9815016322089227,0-20万
医療法人錦秀会阪和第二泉北病院,27,堺市,20,20,64,64,80,69.5,33,969,235,2518,175,0,41073,1120,1192,18.059855521155832,216,567,238,99,0,0,0,441.0,429.0,0.0,40.0,826161,64.30215264187866,35.530276816608996,19.28571428571429,50.625,21.25,8.839285714285715,0.0,0.0,0.0,0.09683342593029688,35632,0.224517287831163,24.94387067804221,47.482014388489205,811,4.069050554870531,935.7,7.427594314417013,0.9816488553683845,1.1325879580372349,0.034055727554179564,0.0717234262125903,0-250,454,99,40.535714285714285,8.839285714285715,0.7942811755361397,2.5416997617156474,80-100万
医療法人錦秀会阪和記念病院,27,大阪市,0,0,0,0,0,46.1,37,594,378,0,206,0,0,0,0,34.68013468013468,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2752412,0.0,,,,,,,,,0.0,156067,0.0,5.350266231810696,80.26030368763557,4902,0.7547939616483068,5683.3,0.8111484524835924,1.7809833702221907,2.0648434900007704,0.06228956228956229,0.07760942760942761,0-250,0,0,,,,,201+万
医療法人鎗田病院,12,市原,0,0,0,0,0,14.8,14,199,199,2599,159,0,29226,2535,2564,79.89949748743717,113,2234,48,140,0,0,0,604.0,205.0,0.0,658.0,269524,50.35926596019643,11.463424200823692,4.45759368836292,88.12623274161736,1.8934911242603552,5.522682445759369,0.0,0.0,0.0,0.0,10835,0.0,45.86063682510383,94.5945945945946,326,4.294478527607362,356.6,4.150308468872686,1.209539781243971,1.3230732699128835,0.07035175879396985,0.07437185929648242,0-250,161,140,6.351084812623274,5.522682445759369,0.0,0.0,20-40万
医療法人長久堂野村病院,34,広島,364,60,305,65,390,5.2,4,79,40,849,40,0,11619,555,537,50.63291139240506,0,379,81,95,0,0,0,172.0,108.0,0.0,15.0,1366912,79.58219178082192,21.28021978021978,0.0,68.28828828828829,14.594594594594595,17.117117117117118,0.0,0.0,0.0,0.28531463620189157,41617,0.9371170435158709,17.221327822764735,76.92307692307692,1350,0.2962962962962963,1540.7,0.33750892451483094,0.9876275868527017,1.1271391281955239,0.05063291139240506,0.06582278481012659,251-500,81,95,14.594594594594595,17.117117117117118,7.06713780918728,7.656065959952886,100-200万
医療法人開生会 かいせい病院,23,名古屋・尾張中部,81,5,268,15,0,3.0,3,41,41,354,41,0,8502,354,354,100.0,0,269,70,15,0,0,0,60.0,0.0,0.0,15.0,2501526,56.812562646174406,24.016949152542374,0.0,75.98870056497175,19.774011299435028,4.23728813559322,0.0,0.0,0.0,0.0,97340,0.0,11.79884939387713,100.0,2897,0.10355540214014498,3594.7,0.0834561994046791,1.1580930999717771,1.437002853458249,0.07317073170731707,0.07317073170731707,0-250,70,15,19.774011299435028,4.23728813559322,1.4124293785310735,4.23728813559322,201+万
医療法人関越病院,11,川越比企,1786,207,2609,480,2855,46.5,33,229,229,4940,214,0,57528,4276,4274,93.44978165938865,417,3439,157,262,0,0,1,1504.0,589.0,0.0,215.0,793673,73.64998079631289,13.456842105263158,9.752104770813846,80.42563143124414,3.6716557530402247,6.127221702525725,0.0,0.0,0.023386342376052385,3.597199350362177,21462,13.3025813064952,18.693504799179948,70.96774193548387,628,5.254777070063694,916.3,5.0747571755975125,0.7912578606050603,1.1545056969305998,0.14410480349344978,0.20305676855895197,2001+,574,262,13.42376052385407,6.127221702525725,4.190283400809717,9.7165991902834,60-80万
医療法人陽和会 春日井リハビリテーション病院,23,尾張北部,0,0,0,0,0,6.0,2,279,39,1208,39,0,11568,689,697,13.978494623655912,33,86,367,203,0,0,0,25.0,0.0,0.0,10.0,735278,81.26448893572181,16.692640692640694,4.78955007256894,12.481857764876633,53.26560232220609,29.46298984034833,0.0,0.0,0.0,0.0,33518,0.0,28.158004654215645,33.33333333333333,708,0.2824858757062147,809.0,0.7416563658838072,0.9629011067922608,1.1002641177894619,0.007168458781362007,0.021505376344086023,0-250,400,203,58.055152394775035,29.46298984034833,0.0,0.0,60-80万
医療法人陽心会 大道中央病院,47,南部,55,55,55,55,60,10.0,10,224,109,2358,49,0,17348,1323,1333,21.875,41,35,576,671,0,0,0,25.0,0.0,0.0,20.0,740743,96.99748392507688,13.063253012048193,3.0990173847316704,2.6455026455026456,43.53741496598639,50.71806500377929,0.0,0.0,0.0,0.08099975295075351,78583,0.07635239173867121,9.276815596248552,100.0,2196,0.45537340619307837,2551.8,0.3918802413982287,2.964590957997578,3.4449194929955467,0.044642857142857144,0.044642857142857144,0-250,617,671,46.63643235071807,50.71806500377929,2.3324851569126377,2.3324851569126377,60-80万
医療法人雄心会 青森新都市病院,2,青森地域,761,186,1100,396,1133,24.6,19,191,191,3388,138,0,47770,2602,2595,72.25130890052355,495,1911,32,164,0,0,0,950.0,432.0,145.0,173.0,295593,94.83819733968632,18.383682893977294,19.023827824750192,73.4435049961568,1.2298232129131437,6.3028439661798625,0.0,0.0,0.0,3.832973040633574,9071,12.49035387498622,40.20504905743578,77.23577235772358,325,5.846153846153846,348.90000000000003,7.05073086844368,1.0994847645241936,1.1803391825922809,0.09947643979057591,0.12879581151832462,1001-1250,527,164,20.253651037663335,6.3028439661798625,5.489964580873672,11.688311688311687,20-40万
医療法人雄心会函館新都市病院,1,南渡島,431,180,566,270,1132,19.5,14,155,155,2832,93,0,27945,1865,1849,60.0,703,953,101,107,0,0,1,277.0,164.0,5.0,80.0,359223,82.32434821034026,15.048465266558965,37.69436997319035,51.09919571045577,5.415549597855228,5.737265415549598,0.0,0.0,0.05361930294906167,3.151245883476281,19755,5.730194887370286,28.72184257150089,71.7948717948718,520,2.6923076923076925,570.1,3.420452552183827,1.4475687803954647,1.5870364648143354,0.09032258064516129,0.12580645161290321,1001-1250,804,107,43.10991957104557,5.737265415549598,6.3559322033898304,9.533898305084746,20-40万
医療法人青山病院,23,尾張東部,540,0,731,0,5,11.1,8,130,70,550,29,0,667,422,419,22.30769230769231,2,319,88,13,0,0,0,0.0,0.0,0.0,0.0,475816,6.301369863013699,1.5862068965517242,0.47393364928909953,75.59241706161137,20.85308056872038,3.080568720379147,0.0,0.0,0.0,0.010508263698572558,19654,0.02544011397171059,49.094331942607106,72.07207207207207,904,0.8849557522123894,946.7,1.1724939262702017,1.8998940767019183,1.989634648687728,0.06153846153846154,0.08538461538461538,0-250,90,13,21.32701421800948,3.080568720379147,0.0,0.0,40-60万
医療法人青心会 郡山青藍病院,29,西和,764,90,1161,296,1144,12.4,8,140,100,1601,100,0,31287,1518,1498,71.42857142857142,422,795,68,233,0,0,0,393.0,287.0,0.0,10.0,338775,85.71780821917808,20.7473474801061,27.79973649538867,52.37154150197628,4.479578392621871,15.349143610013174,0.0,0.0,0.0,3.3768725555309573,13631,8.392634436211576,18.70735822756951,64.51612903225806,401,1.99501246882793,452.4,2.7409372236958447,1.183676481440484,1.335399601505424,0.05714285714285714,0.08857142857142858,1001-1250,490,233,32.27931488801054,15.349143610013174,5.621486570893191,18.48844472204872,20-40万
医療法人青松会河西田村病院,30,和歌山,53,30,95,45,55,12.1,8,99,99,658,32,0,8882,434,439,32.323232323232325,0,107,219,108,0,0,0,50.0,0.0,0.0,30.0,413354,76.04452054794521,20.348224513172966,0.0,24.65437788018433,50.46082949308756,24.88479262672811,0.0,0.0,0.0,0.13305786323587046,25593,0.21490251240573596,29.01183917477435,66.11570247933885,940,0.851063829787234,1111.1000000000001,1.089010890108901,2.274079844394877,2.6880107607522854,0.08080808080808081,0.12222222222222222,0-250,219,108,50.46082949308756,24.88479262672811,4.5592705167173255,6.838905775075988,40-60万
医療法人青松記念病院,27,泉州,60,0,65,60,25,0.0,0,60,60,746,60,0,12924,746,759,100.0,0,656,68,22,0,0,0,308.0,60.0,0.0,60.0,884635,59.013698630136986,17.174750830564783,0.0,87.93565683646113,9.115281501340483,2.949061662198391,0.0,0.0,0.0,0.028260242925048185,41457,0.06030344694502738,21.255758979183252,,1042,0.0,1270.3999999999999,0.0,1.1778869251160082,1.4360725044792484,0.0,0.0,0-250,68,22,9.115281501340483,2.949061662198391,0.0,8.04289544235925,80-100万
医療法人靖和会飯能靖和病院,11,西部,30,30,55,55,0,10.0,6,420,208,535,34,0,8497,144,140,8.095238095238095,0,43,44,57,0,0,0,0.0,0.0,0.0,0.0,771746,68.46897663174859,59.83802816901409,0.0,29.86111111111111,30.555555555555557,39.58333333333333,0.0,0.0,0.0,0.0,103724,0.0,8.977671512861054,60.0,3047,0.1969149983590417,3531.9,0.2831337240578725,3.9481902076589965,4.576505741526358,0.014285714285714285,0.023809523809523808,0-250,44,57,30.555555555555557,39.58333333333333,5.607476635514018,10.2803738317757,60-80万
