TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
富山県厚生農業協同組合連合会高岡病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
富山県厚生農業協同組合連合会高岡病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
富山県厚生農業協同組合連合会高岡病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
富山県厚生農業協同組合連合会高岡病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
富山県厚生農業協同組合連合会高岡病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
富山県厚生農業協同組合連合会高岡病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
富山県厚生農業協同組合連合会高岡病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
富山県厚生農業協同組合連合会高岡病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
富山県厚生農業協同組合連合会高岡病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
富山県厚生農業協同組合連合会高岡病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
富山県厚生農業協同組合連合会高岡病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
富山県厚生農業協同組合連合会高岡病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
サンバリー福岡病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
サンバリー福岡病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人万葉病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人地域医療機能推進機構 高岡ふしき病院,111,25,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人地域医療機能推進機構 高岡ふしき病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人地域医療機能推進機構 高岡ふしき病院,55,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
高岡市民病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
高岡市民病院,412,257,30,60,,,,,,,,,,,,,,,,,,,,,,,,,,
高岡市民病院,711,70,15,50,,,,,,,,,,,,,,,,,,,,,,,,,,
高岡市民病院,441,261,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
高岡市民病院,448,134,50,60,,,,,,,,,,,,,,,,,,,,,,,,,,
高岡市民病院,447,170,50,60,,,,,,,,,,,,,,,,,,,,,,,,,,
高岡市民病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
高岡市民病院,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
あさなぎ病院,60,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 光ヶ丘病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 光ヶ丘病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 光ヶ丘病院,50,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 光ヶ丘病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
富山県済生会 高岡病院,522,317,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
富山県済生会 高岡病院,335,75,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
富山県済生会 高岡病院,494,35,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
富山県済生会 高岡病院,76,5,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
富山県済生会 高岡病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
富山県済生会 高岡病院,512,409,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人高岡みなみハートセンターみなみの杜病院,40,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人高岡みなみハートセンターみなみの杜病院,567,60,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
陽和温泉病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢医科大学氷見市民病院,662,535,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢医科大学氷見市民病院,374,15,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢医科大学氷見市民病院,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢医科大学氷見市民病院,45,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢医科大学氷見市民病院,352,66,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 財団正友会 中村記念病院,60,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
姫野病院,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
真生会富山病院,730,580,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
真生会富山病院,1564,578,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
大島くるみ病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
大島くるみ病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
射水市民病院,244,25,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
射水市民病院,25,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
射水市民病院,40,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
射水市民病院,494,293,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
砺波誠友病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
砺波サンシャイン病院,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
あおい病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
あおい病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
となみ三輪病院,10,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
市立砺波総合病院,774,593,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
市立砺波総合病院,79,60,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
市立砺波総合病院,296,75,20,35,,,,,,,,,,,,,,,,,,,,,,,,,,
市立砺波総合病院,468,289,10,55,,,,,,,,,,,,,,,,,,,,,,,,,,
市立砺波総合病院,496,278,45,111,,,,,,,,,,,,,,,,,,,,,,,,,,
市立砺波総合病院,222,0,55,259,,,,,,,,,,,,,,,,,,,,,,,,,,
市立砺波総合病院,105,25,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,
市立砺波総合病院,489,154,40,60,,,,,,,,,,,,,,,,,,,,,,,,,,
市立砺波総合病院,98,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
市立砺波総合病院,20,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
市立砺波総合病院,120,0,5,40,,,,,,,,,,,,,,,,,,,,,,,,,,
つざわ津田病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
太田病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
公立学校共済組合北陸中央病院,105,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
公立学校共済組合北陸中央病院,468,262,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
公立学校共済組合北陸中央病院,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
公立学校共済組合北陸中央病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西野内科病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
公立南砺中央病院,5,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
公立南砺中央病院,340,312,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
公立南砺中央病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
南砺市民病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
南砺市民病院,67,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
南砺市民病院,482,210,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
南砺市民病院,117,5,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構北陸病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構北陸病院,0,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
ふくの若葉病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
ふくの若葉病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
富山西総合病院,62,15,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
富山西総合病院,607,190,10,103,,,,,,,,,,,,,,,,,,,,,,,,,,
富山西総合病院,852,495,20,90,,,,,,,,,,,,,,,,,,,,,,,,,,
富山西リハビリテーション病院,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
富山西リハビリテーション病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
富山市立富山まちなか病院,97,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団松陽東病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団さくら会 森田病院,272,247,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団さくら会 森田病院,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 岡本会 岡本病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
小松ソフィア病院,173,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
国民健康保険 小松市民病院,309,156,40,50,,,,,,,,,,,,,,,,,,,,,,,,,,
国民健康保険 小松市民病院,283,182,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,
国民健康保険 小松市民病院,601,286,40,100,,,,,,,,,,,,,,,,,,,,,,,,,,
国民健康保険 小松市民病院,509,265,45,60,,,,,,,,,,,,,,,,,,,,,,,,,,
国民健康保険 小松市民病院,126,50,60,286,,,,,,,,,,,,,,,,,,,,,,,,,,
国民健康保険 小松市民病院,30,10,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,
国民健康保険 小松市民病院,252,60,25,40,,,,,,,,,,,,,,,,,,,,,,,,,,
小松こども医療福祉センター,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
東野病院,35,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
特定医療法人社団 勝木会 やわたメディカルセンター,5,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
特定医療法人社団 勝木会 やわたメディカルセンター,274,20,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
特定医療法人社団 勝木会 やわたメディカルセンター,1344,1186,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
特定医療法人社団 勝木会 やわたメディカルセンター,487,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
特定医療法人社団 勝木会 やわたメディカルセンター,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
加賀市医療センター,441,180,0,65,,,,,,,,,,,,,,,,,,,,,,,,,,
加賀市医療センター,140,66,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
加賀市医療センター,120,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
加賀市医療センター,40,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
加賀市医療センター,193,155,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
加賀市医療センター,256,113,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
加賀市医療センター,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
加賀市医療センター,369,288,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構石川病院,60,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構石川病院,40,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構石川病院,35,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構石川病院,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈豊会 久藤総合病院,106,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈豊会 久藤総合病院,60,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈豊会 久藤総合病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慈豊会 久藤総合病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寺井病院,35,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
国民健康保険 能美市立病院,35,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
国民健康保険 能美市立病院,94,35,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団和楽仁 芳珠記念病院,331,280,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団和楽仁 芳珠記念病院,228,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団和楽仁 芳珠記念病院,85,0,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団和楽仁 芳珠記念病院,30,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団和楽仁 芳珠記念病院,55,5,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団和楽仁 芳珠記念病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢宗広病院,289,167,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢宗広病院,45,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団博友会 金沢西病院,50,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団博友会 金沢西病院,5,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団博友会 金沢西病院,441,61,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団博友会 金沢西病院,167,35,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,
みらい病院,50,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
みらい病院,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
みらい病院,40,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団和宏会 敬愛病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団和宏会 敬愛病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団和宏会 敬愛病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
国家公務員共済組合連合会 北陸病院,444,328,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
国家公務員共済組合連合会 北陸病院,309,55,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
国家公務員共済組合連合会 北陸病院,252,0,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢市立病院,523,344,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢市立病院,134,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢市立病院,168,71,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢市立病院,238,10,0,127,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢市立病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢市立病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢市立病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人財団松原愛育会 松原病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人財団松原愛育会 松原病院,55,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構医王病院,35,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構医王病院,60,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構医王病院,20,0,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構医王病院,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構医王病院,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構医王病院,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢赤十字病院,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢赤十字病院,94,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢赤十字病院,243,60,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢赤十字病院,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢赤十字病院,397,203,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢赤十字病院,644,256,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
小池病院,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
小池病院,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県済生会金沢病院,0,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県済生会金沢病院,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県済生会金沢病院,512,376,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県済生会金沢病院,354,198,25,124,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県済生会金沢病院,251,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県済生会金沢病院,66,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団和宏会大手町病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団和宏会大手町病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団和宏会大手町病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団和宏会大手町病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団和宏会大手町病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
安田内科病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
安田内科病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢こども医療福祉センター,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢こども医療福祉センター,25,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団浅ノ川 浅ノ川総合病院,45,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団浅ノ川 浅ノ川総合病院,60,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団浅ノ川 浅ノ川総合病院,20,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団浅ノ川 浅ノ川総合病院,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団浅ノ川 浅ノ川総合病院,407,120,285,50,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団浅ノ川 浅ノ川総合病院,120,0,35,60,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団浅ノ川 浅ノ川総合病院,267,236,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団浅ノ川 浅ノ川総合病院,256,35,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団浅ノ川 浅ノ川総合病院,669,512,60,156,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団浅ノ川 浅ノ川総合病院,162,15,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団浅ノ川 浅ノ川総合病院,227,55,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人石川勤労者医療協会 城北病院,101,60,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人石川勤労者医療協会 城北病院,608,132,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人石川勤労者医療協会 城北病院,65,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人石川勤労者医療協会 城北病院,60,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人石川勤労者医療協会 城北病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人石川勤労者医療協会 城北病院,40,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人石川勤労者医療協会 城北病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人石川勤労者医療協会 城北病院,55,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人地域医療機能推進機構金沢病院,34,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人地域医療機能推進機構金沢病院,658,340,0,388,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人地域医療機能推進機構金沢病院,206,55,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人地域医療機能推進機構金沢病院,494,295,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人地域医療機能推進機構金沢病院,60,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団白銀会 林病院,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団白銀会 林病院,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
国立大学法人金沢大学附属病院,1211,1027,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
国立大学法人金沢大学附属病院,20,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
国立大学法人金沢大学附属病院,55,35,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
国立大学法人金沢大学附属病院,411,345,66,135,,,,,,,,,,,,,,,,,,,,,,,,,,
国立大学法人金沢大学附属病院,413,316,60,72,,,,,,,,,,,,,,,,,,,,,,,,,,
国立大学法人金沢大学附属病院,442,236,95,566,,,,,,,,,,,,,,,,,,,,,,,,,,
国立大学法人金沢大学附属病院,188,55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
国立大学法人金沢大学附属病院,65,25,35,60,,,,,,,,,,,,,,,,,,,,,,,,,,
国立大学法人金沢大学附属病院,596,559,40,71,,,,,,,,,,,,,,,,,,,,,,,,,,
国立大学法人金沢大学附属病院,359,197,60,205,,,,,,,,,,,,,,,,,,,,,,,,,,
国立大学法人金沢大学附属病院,1374,85,15,30,,,,,,,,,,,,,,,,,,,,,,,,,,
国立大学法人金沢大学附属病院,335,184,55,180,,,,,,,,,,,,,,,,,,,,,,,,,,
国立大学法人金沢大学附属病院,176,151,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,
国立大学法人金沢大学附属病院,135,106,20,136,,,,,,,,,,,,,,,,,,,,,,,,,,
国立大学法人金沢大学附属病院,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
国立大学法人金沢大学附属病院,449,336,65,685,,,,,,,,,,,,,,,,,,,,,,,,,,
国立大学法人金沢大学附属病院,67,0,82,597,,,,,,,,,,,,,,,,,,,,,,,,,,
国立大学法人金沢大学附属病院,461,35,5,45,,,,,,,,,,,,,,,,,,,,,,,,,,
国立大学法人金沢大学附属病院,677,5,60,452,,,,,,,,,,,,,,,,,,,,,,,,,,
国立大学法人金沢大学附属病院,145,20,35,118,,,,,,,,,,,,,,,,,,,,,,,,,,
国立大学法人金沢大学附属病院,35,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
石川療育センター,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
伊藤病院,84,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団　晃樹会　石田病院,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢聖霊総合病院,189,55,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構金沢医療センター,90,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構金沢医療センター,308,277,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構金沢医療センター,73,50,10,156,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構金沢医療センター,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構金沢医療センター,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構金沢医療センター,350,146,40,60,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構金沢医療センター,89,5,60,189,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構金沢医療センター,592,318,60,40,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構金沢医療センター,396,61,55,209,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構金沢医療センター,691,241,50,113,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構金沢医療センター,159,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構金沢医療センター,548,131,55,80,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構金沢医療センター,407,160,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構金沢医療センター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鈴木レディスホスピタル,284,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団浅ノ川 心臓血管センター金沢循環器病院,380,183,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団浅ノ川 心臓血管センター金沢循環器病院,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団浅ノ川 心臓血管センター金沢循環器病院,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団浅ノ川 心臓血管センター金沢循環器病院,409,45,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団浅ノ川 心臓血管センター金沢循環器病院,302,35,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県立中央病院,137,25,10,25,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県立中央病院,55,5,35,434,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県立中央病院,259,20,60,353,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県立中央病院,1029,813,60,278,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県立中央病院,164,50,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県立中央病院,386,135,45,60,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県立中央病院,564,277,60,203,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県立中央病院,719,93,55,355,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県立中央病院,286,173,35,95,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県立中央病院,749,663,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県立中央病院,242,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県立中央病院,15,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県立中央病院,119,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県立中央病院,302,286,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県立中央病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県立中央病院,50,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県立中央病院,522,460,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県立中央病院,112,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
石川県立中央病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人財団董仙会 恵寿金沢病院,60,0,0,598,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人財団董仙会 恵寿金沢病院,205,55,0,357,,,,,,,,,,,,,,,,,,,,,,,,,,
川北病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
川北病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
